id,name,name_en,parent_id,level,created_by,created_at,updated_by,updated_at,is_deleted
260,地球物理学,,28,3,admin,"2025-02-14 16:14:15",admin,"2025-02-14 16:14:15",0
261,大气科学,,28,3,admin,"2025-02-14 16:14:24",admin,"2025-02-14 16:14:24",0
262,海洋科学,,28,3,admin,"2025-02-14 16:14:34",admin,"2025-02-14 16:14:34",0
263,环境科学,,28,3,admin,"2025-02-14 16:15:10",admin,"2025-02-14 16:15:10",0
264,地理信息科学,,28,3,admin,"2025-02-14 16:15:20",admin,"2025-02-14 16:15:20",0
265,生物化学,,27,3,admin,"2025-02-14 16:25:21",admin,"2025-02-14 16:25:21",0
266,分子生物学,,27,3,admin,"2025-02-14 16:25:32",admin,"2025-02-14 16:25:32",0
267,细胞生物学,,27,3,admin,"2025-02-14 16:25:43",admin,"2025-02-14 16:25:43",0
268,遗传学,,27,3,admin,"2025-02-14 16:25:52",admin,"2025-02-14 16:25:52",0
269,生物技术,,27,3,admin,"2025-02-14 16:26:07",admin,"2025-02-14 16:26:07",0
270,生物工程,,27,3,admin,"2025-02-14 16:26:18",admin,"2025-02-14 16:26:18",0
271,生态学,,27,3,admin,"2025-02-14 16:26:28",admin,"2025-02-14 16:26:28",0
272,生物医学工程,,27,3,admin,"2025-02-14 16:26:38",admin,"2025-02-14 16:26:38",0
273,生物化学,,26,3,admin,"2025-02-14 16:35:45",admin,"2025-02-14 16:35:45",0
274,物理化学,,26,3,admin,"2025-02-14 16:35:59",admin,"2025-02-14 16:35:59",0
275,化学工程与工艺,,26,3,admin,"2025-02-14 16:36:17",admin,"2025-02-14 16:36:17",0
276,分析化学,,26,3,admin,"2025-02-14 16:36:28",admin,"2025-02-14 16:36:28",0
277,精细化工,,26,3,admin,"2025-02-14 16:36:40",admin,"2025-02-14 16:36:40",0
278,能源化学,,26,3,admin,"2025-02-14 16:36:50",admin,"2025-02-14 16:36:50",0
279,化学生物学,,26,3,admin,"2025-02-14 16:37:02",admin,"2025-02-14 16:37:02",0
280,天体物理,,25,3,admin,"2025-02-14 16:44:29",admin,"2025-02-14 16:44:29",0
281,气候、洋流及行星物理,,25,3,admin,"2025-02-14 16:44:39",admin,"2025-02-14 16:44:39",0
282,原子和激光物理,,25,3,admin,"2025-02-14 16:45:05",admin,"2025-02-14 16:45:05",0
283,凝聚态物理,,25,3,admin,"2025-02-14 16:45:15",admin,"2025-02-14 16:45:15",0
284,亚原子物理,,25,3,admin,"2025-02-14 16:45:25",admin,"2025-02-14 16:45:25",0
285,理论物理,,25,3,admin,"2025-02-14 16:45:35",admin,"2025-02-14 16:45:35",0
286,应用物理学,,25,3,admin,"2025-02-14 16:45:45",admin,"2025-02-14 16:45:45",0
287,核物理,,25,3,admin,"2025-02-14 16:45:55",admin,"2025-02-14 16:45:55",0
288,量子力学,,25,3,admin,"2025-02-14 16:46:09",admin,"2025-02-14 16:46:09",0
289,理论与应用力学,,25,3,admin,"2025-02-14 16:46:21",admin,"2025-02-14 16:46:21",0
290,数据挖掘,,24,3,admin,"2025-02-14 17:02:59",admin,"2025-02-14 17:02:59",0
291,机器学习,,24,3,admin,"2025-02-14 17:03:07",admin,"2025-02-14 17:03:07",0
292,深度学习,,24,3,admin,"2025-02-14 17:03:15",admin,"2025-02-14 17:03:15",0
293,大数据技术,,24,3,admin,"2025-02-14 17:03:30",admin,"2025-02-14 17:03:30",0
294,计算社会科学,,24,3,admin,"2025-02-14 17:04:04",admin,"2025-02-14 17:04:04",0
295,数理统计学,,23,3,admin,"2025-02-14 17:04:23",admin,"2025-02-14 17:04:23",0
296,应用统计学,,23,3,admin,"2025-02-14 17:04:33",admin,"2025-02-14 17:04:33",0
297,数据统计学,,23,3,admin,"2025-02-14 17:04:42",admin,"2025-02-14 17:04:42",0
298,推断统计学,,23,3,admin,"2025-02-14 17:04:51",admin,"2025-02-14 17:04:51",0
299,计算统计学,,23,3,admin,"2025-02-14 17:05:00",admin,"2025-02-14 17:05:00",0
300,贝叶斯统计学,,23,3,admin,"2025-02-14 17:05:10",admin,"2025-02-14 17:05:10",0
301,基础数学,,22,3,admin,"2025-02-14 17:21:23",admin,"2025-02-14 17:21:23",0
302,信息与计算科,,22,3,admin,"2025-02-14 17:21:31",admin,"2025-02-14 17:21:31",0
303,数学与应用数学,,22,3,admin,"2025-02-14 17:21:40",admin,"2025-02-14 17:21:40",0
304,计算数学,,22,3,admin,"2025-02-14 17:21:49",admin,"2025-02-14 17:21:49",0
305,应用数学,,22,3,admin,"2025-02-14 17:22:02",admin,"2025-02-14 17:22:02",0
